InletTemperature;MassFlowRate;Power;GapPressure;InitialHeatStrTemperature;InletPressure;GapCompositionHe
0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;-0.000000e+00
4.780768e+00;-3.883320e-01;7.255501e-01;0.000000e+00;0.000000e+00;3.570465e-02;-0.000000e+00
-1.565606e-01;2.841911e-02;-3.748502e-02;0.000000e+00;0.000000e+00;1.106587e-02;-5.365108e-09
