InletTemperature;MassFlowRate;Power;GapPressure;InitialHeatStrTemperature;InletPressure;GapCompositionHe
1.165714e+00;-1.450000e+02;1.905383e-02;-1.022222e-06;0.000000e+00;-9.448980e-07;-7.831200e+02
8.443429e-01;-1.159200e+02;1.093549e-03;0.000000e+00;0.000000e+00;2.302041e-07;-0.000000e+00
-2.764843e-02;8.483406e+00;-5.649317e-05;0.000000e+00;0.000000e+00;7.134743e-08;-5.365112e-07
